Hole Depth (ft),True Vertical Depth (ft),Rate Of Penetration (ft/hr),Rotary RPM (rpm),Rotary Torque (ft-klbf),Weight on Bit (klb),Differential Pressure (psi),Inclination (deg),Gamma (API),Bit Size (In),Mud Weight (Lb/galUS)
949,949.2,676.2,70,6.5,3.5,406.96,0.5,45,17.5,10.8
950,950.21,677.7,70,5.6,3.1,353.9,0.5,45,17.5,10.8
951,951.32,617.5,70,6.1,3.9,349.58,0.5,45,17.5,10.8
952,952.36,628.7,70.1,5.8,2.9,322.59,0.5,45,17.5,10.8
953,953.28,684.7,70.4,3.9,2,304.02,0.5,45,17.5,10.8
954,954.19,769.7,70.4,2.1,1,356.29,0.5,45,17.5,10.8
955,955.23,589.8,69.9,7.1,1.5,333.6,0.5,45,17.5,10.8
956,956.32,741.7,70.2,5.9,1.7,334.39,0.5,45,17.5,10.8
957,957.21,650.4,69.9,7.2,4.7,364.3,0.5,45,17.5,10.8
958,958.24,617.7,70.3,5.8,5,377.34,0.5,45,17.5,10.8
959,959.25,672.5,69.8,6.5,4.6,389.2,0.5,45,17.5,10.8
960,960.36,666,70,4,-0.5,297.19,0.5,45,17.5,10.8
961,961.36,598.2,69.5,7,1.1,310.74,0.5,45,17.5,10.8
962,962.28,693.5,69.8,5.1,0.6,308.69,0.5,39,17.5,10.8
963,963.24,624.9,70,5.1,0.6,309.02,0.5,39,17.5,10.8
964,964.39,750,70.5,1.3,-2.1,276.09,0.5,45,17.5,10.8
965,965.26,622.9,69.9,6.1,0,326.55,0.5,45,17.5,10.8
966,966.22,713.2,70.7,1.9,0.7,295.41,0.5,49,17.5,10.8
967,967.3,679,70,5.5,0.9,311.09,0.5,52,17.5,10.8
968,968.26,611.4,70,3.8,1.1,367.85,0.5,52,17.5,10.8
969,969.37,404.8,70.3,2.5,-0.3,176.99,0.5,52,17.5,10.8
970,970.44,259.8,69.8,3.2,1.4,93.64,0.5,58,17.5,10.8
971,971.24,154,70,1.7,-0.4,18.05,0.5,39,17.5,10.8
972,972.22,326.7,70,3.1,0.7,76.99,0.5,39,17.5,10.8
973,973.25,572.9,70,4.2,2,177.04,0.5,39,17.5,10.8
974,974.39,739.8,70,3.1,1,155.35,0.5,52,17.5,10.8
975,975.17,610.7,69.9,3.8,0.6,61.39,0.5,52,17.5,10.8
976,976.16,645.8,70,3.4,0.6,96.76,0.5,52,17.5,10.8
977,977.23,702.8,70.3,2.8,-0.1,87.09,0.5,52,17.5,10.8
978,978.35,692,70.2,2.6,-1,29.75,0.5,52,17.5,10.8
979,979.39,613.7,70,3.1,-0.8,120.79,0.5,52,17.5,10.8
980,980.16,610.7,69.6,4.6,-0.3,131.47,0.5,52,17.5,10.8
981,981.19,688.1,70.1,3.9,1.9,140.02,0.5,52,17.5,10.8
982,982.4,702,69.9,4,2.2,148.23,0.5,45,17.5,10.8
983,983.24,618.5,69.5,6.2,2,172.13,0.5,45,17.5,10.8
984,984.39,671.3,69.7,6.2,1.3,143.95,0.5,45,17.5,10.8
985,985.39,613.4,70.3,3.1,0.3,47.05,0.5,45,17.5,10.8
986,986.31,744.6,70.4,2.9,0.9,101.33,0.5,45,17.5,10.8
987,987.31,613.7,70,4.2,1.7,80.46,0.5,45,17.5,10.8
988,988.42,698.8,70.4,5.1,4.3,159.79,0.5,45,17.5,10.8
989,989.19,618.1,70,7.1,6.3,240.14,0.5,45,17.5,10.8
990,990.29,653.6,70,7.8,8.3,208.28,0.5,45,17.5,10.8
991,991.27,597.6,69.9,7.7,8.2,210.66,0.5,45,17.5,10.8
992,992.11,702.6,69.8,7.4,7.9,305.38,0.5,45,17.5,10.8
993,993.18,640,70.2,7,8.1,286.95,0.5,45,17.5,10.8
994,994.3,704.7,69.5,7.9,7.6,284.76,0.5,45,17.5,10.8
995,995.15,606.5,70.3,5.2,8.6,235.83,0.6,45,17.5,10.8
996,996.32,640.8,69.8,7.6,9.3,256.32,0.7,-8,17.5,10.8
997,997.34,622.7,70.3,4.6,8.3,222.2,0.7,-13,17.5,10.8
998,998.26,679,70,8,9.6,256.9,0.7,-13,17.5,10.8
999,999.3,657,69.4,9,9.5,262.69,0.7,-13,17.5,10.8
1000,1000.37,700.1,69.9,6.9,9.5,267.64,0.7,-13,17.5,10.8
1001,1001.3,684.1,70.1,7.1,10.8,291.28,0.7,-13,17.5,10.8
1002,1002.25,587.6,69.7,7.5,12.9,269.15,0.7,-13,17.5,10.8
1003,1003.25,504.7,69.8,8.4,11.7,284.42,0.7,-13,17.5,10.8
1004,1004.35,592.4,70,6.4,9,257.26,0.7,45,17.5,10.8
1005,1005.46,710.2,69.6,6.9,9,245.95,0.7,45,17.5,10.8
1006,1006.23,610.2,70.1,6.6,8.7,258.73,0.7,45,17.5,10.8
1007,1007.25,669.7,69.9,7.3,8.4,260.64,0.7,45,17.5,10.8
1008,1008.35,712.9,69.8,7.3,9.6,302.43,0.7,45,17.5,10.8
1009,1009.24,725.2,69.8,6.6,9.1,316.53,0.7,45,17.5,10.8
1010,1010.14,753.1,69.8,6.8,7.8,289.02,0.7,45,17.5,10.8
1011,1011.24,645.3,69.8,7.1,8.6,280.74,0.7,45,17.5,10.8
1012,1012.38,727.6,69.5,10.5,9.9,276.56,0.7,45,17.5,10.8
1013,1013.29,677,69.9,6.6,6.8,315.7,0.7,45,17.5,10.8
1014,1014.24,706.1,70.3,7.8,6.5,244.68,0.7,45,17.5,10.8
1015,1015.32,635.4,69.7,9.5,9.3,259.45,0.7,58,17.5,10.8
1016,1016.36,707.5,69.6,8.7,8.5,232.54,0.7,58,17.5,10.8
1017,1017.34,735.7,70,8.7,9.9,310.42,0.7,58,17.5,10.8
1018,1018.37,550.6,69.3,9.9,7.6,225.92,0.7,58,17.5,10.8
1019,1019.2,565.2,69.8,7.2,6.6,227.81,0.7,58,17.5,10.8
1020,1020.09,750.3,69.6,6.8,6.2,268.67,0.7,65,17.5,10.8
1021,1021.32,766,69.9,6.6,5.2,238.3,0.7,65,17.5,10.8
1022,1022.46,673.3,69.7,6.9,4.6,201.87,0.7,65,17.5,10.8
1023,1023.26,631.5,69.5,7.2,4.9,213.66,0.7,65,17.5,10.8
1024,1024.18,764.1,69.7,7.8,5.2,209.34,0.7,65,17.5,10.8
1025,1025.19,768.4,69.9,7.1,3.4,141.64,0.7,65,17.5,10.8
1026,1026.31,693.4,70,7.8,7.1,187.56,0.7,65,17.5,10.8
1027,1027.31,639.4,70.1,6.5,6.8,269.86,0.7,45,17.5,10.8
1028,1028.21,742.9,69.8,8.7,8.5,256.06,0.7,45,17.5,10.8
1029,1029.3,580.6,69.6,9.5,10.2,212.5,0.7,45,17.5,10.8
1030,1030.42,674.4,70.1,7,4.7,235.83,0.7,-999.25,17.5,10.8
1031,1031.26,668.6,70.1,5.8,4.5,223.27,0.7,42,17.5,10.8
1032,1032.19,764.5,70.1,6.9,6.6,238.68,0.7,39,17.5,10.8
1033,1033.18,740.5,70.4,7,7.9,310.02,0.7,39,17.5,10.8
1034,1034.18,668.4,70.1,7.5,8.1,282.25,0.7,39,17.5,10.8
1035,1035.27,736,70,7.2,8.5,300.03,0.7,39,17.5,10.8
1036,1036.39,677.6,70.1,9.5,10.8,334.19,0.7,45,17.5,10.8
1037,1037.37,587.8,70.2,7.7,11.4,492.7,0.7,45,17.5,10.8
1038,1038.34,655.7,70,5.6,7.7,332.5,0.7,52,17.5,10.8
1039,1039.38,662.1,70.3,5.3,4.5,250.14,0.7,45,17.5,10.8
1040,1040.49,846.7,70,4.9,3.4,201.46,0.7,45,17.5,10.8
1041,1041.32,658,70.3,5.8,5,234.51,0.7,45,17.5,10.8
1042,1042.17,697.8,69.9,9.5,7.8,255.14,0.7,48,17.5,10.8
1043,1043.21,632.3,69.7,8.1,7.4,277.56,0.7,45,17.5,10.8
1044,1044.3,720.4,70.2,5.9,5.9,254.05,0.7,45,17.5,10.8
1045,1045.17,623.2,69.8,7.1,6.3,247.46,0.7,45,17.5,10.8
1046,1046.24,720.7,69.8,7,6.9,239.28,0.7,45,17.5,10.8
1047,1047.37,747.3,69.9,7,7.7,237.86,0.7,62,17.5,10.8
1048,1048.35,727.4,69.9,7.2,8.1,263.18,0.7,58,17.5,10.8
1049,1049.12,619.7,69.9,9.2,9.7,259.96,0.7,52,17.5,10.8
1050,1050.2,712.6,70.1,6.9,5.1,236.99,0.7,52,17.5,10.8
1051,1051.39,781,69.9,7.3,6.7,262.15,0.7,52,17.5,10.8
1052,1052.33,678.4,70.2,6.4,7.8,269.04,0.7,52,17.5,10.8
1053,1053.37,776.4,69.9,7,8.1,249.64,0.7,52,17.5,10.8
1054,1054.26,628.8,69.9,7,7.2,282.34,0.7,56,17.5,10.8
1055,1055.11,695.9,70,6.3,7.1,230.91,0.7,58,17.5,10.8
1056,1056.23,725.7,70,7.5,7.2,251.33,0.7,58,17.5,10.8
1057,1057.41,763.9,70.3,6.8,9.3,267.2,0.7,58,17.5,10.8
1058,1058.36,690.5,70.1,7,11.6,341.24,0.7,44,17.5,10.8
1059,1059.15,651.8,70.3,6.2,9.6,282.95,0.7,39,17.5,10.8
1060,1060.35,707.5,69.9,7.8,11.3,312.16,0.7,52,17.5,10.8
1061,1061.35,596.5,69.9,7,11.1,292.67,0.7,52,17.5,10.8
1062,1062.35,761.1,70.2,6.9,8.3,341.1,0.7,52,17.5,10.8
1063,1063.26,562.2,69.6,7.5,6.7,239.43,0.7,52,17.5,10.8
1064,1064.48,521.6,70.1,3.5,2,34.45,0.7,32,17.5,10.8
1065,1065.42,255.8,70.2,4.7,3.3,-92.68,0.7,46,17.5,10.8
1066,1066.16,270.6,69.9,3,-0.1,-129.11,0.7,52,17.5,10.8
1067,1067.3,549.9,70.1,5.1,3.1,4.82,0.7,52,17.5,10.8
1068,1068.37,649.7,69.7,6,1.6,-9.06,0.6,52,17.5,10.8
1069,1069.25,708.6,70.4,4.4,2.9,-50.42,0.6,39,17.5,10.8
1070,1070.14,744.5,70,6.6,5.2,53.19,0.6,52,17.5,10.8
1071,1071.32,720.2,69.7,8,7.7,22.64,0.6,52,17.5,10.8
1072,1072.49,734.1,70,7.6,10.2,75.78,0.6,47,17.5,10.8
1073,1073.29,649.1,69.9,8.1,9.4,60.88,0.6,52,17.5,10.8
1074,1074.21,762.4,69.9,7.6,8.3,70.64,0.6,52,17.5,10.8
1075,1075.15,652.2,69.9,6,7.8,63.56,0.6,52,17.5,10.8
1076,1076.18,744.7,70.5,3.2,2.6,52.64,0.6,52,17.5,10.8
1077,1077.3,709.8,70.2,4.3,1.4,-72.66,0.6,52,17.5,10.8
1078,1078.46,694.8,70.3,3,0.3,-46.12,0.6,35,17.5,10.8
1079,1079.36,816,70.3,2.5,1.1,-101.56,0.6,26,17.5,10.8
1080,1080.32,788,70.3,7,9.7,-58.51,0.6,32,17.5,10.8
1081,1081.33,607,69.8,8.8,7.8,20.4,0.6,32,17.5,10.8
1082,1082.49,759.4,70,7.3,3,38.16,0.6,39,17.5,10.8
1083,1083.36,702.6,70.2,5.3,1,-68.93,0.6,39,17.5,10.8
1084,1084.34,810.1,70.3,5.9,1.2,-90.54,0.6,39,17.5,10.8
1085,1085.38,882,70.3,5.5,2.4,-84.69,0.6,52,17.5,10.8
1086,1086.48,802.1,69.8,5.3,3.5,-17.46,0.6,46,17.5,10.8
1087,1087.45,697.2,70.1,6.3,2.8,-34.38,0.6,45,17.5,10.8
1088,1088.36,784.9,70,5.6,5.5,-35.78,0.6,32,17.5,10.8
1089,1089.37,803.4,70.1,6.1,4.3,-18.56,0.6,32,17.5,10.8
1090,1090.34,700.8,70.2,6.8,3.8,-41.65,0.6,32,17.5,10.8
1091,1091.41,810.2,70.2,6.3,3.5,-32.28,0.6,32,17.5,10.8
1092,1092.41,862.8,70.2,6,2.7,-31.46,0.6,-999.25,17.5,10.8
1093,1093.31,636.1,69.9,6.2,2.8,-55.22,0.6,-999.25,17.5,10.8
1094,1094.28,805.6,70,6.5,4.2,14.27,0.6,-999.25,17.5,10.8
1095,1095.35,807,70.3,4.1,3.4,-35.44,0.6,-999.25,17.5,10.8
1096,1096.23,705,70.3,4.6,3.8,-46.89,0.6,-999.25,17.5,10.8
1097,1097.23,827.9,70.3,7.4,4.2,-13.51,0.6,-999.25,17.5,10.8
1098,1098.52,542.1,70.4,2,-0.8,28.58,0.6,-999.25,17.5,10.8
1099,1099.39,207.7,70.1,3.4,-3,111.71,0.6,-999.25,17.5,10.8
1100,1100.37,202.2,70.2,3.2,-3.4,100.15,0.6,-999.25,17.5,10.8
1101,1101.42,199.7,69.8,3.2,-3.3,108.2,0.6,-999.25,17.5,10.8
1102,1102.4,197.7,69.8,4.2,-3.5,111.22,0.6,-999.25,17.5,10.8
1103,1103.37,195.2,70,3.5,-3.2,114.96,0.6,-999.25,17.5,10.8
1104,1104.39,201.1,69.9,4.1,-2.8,114.18,0.6,-999.25,17.5,10.8
1105,1105.43,200.6,70.2,3.1,-3.5,106.01,0.6,-999.25,17.5,10.8
1106,1106.42,200.5,69.8,3.8,-4.1,122.03,0.6,-999.25,17.5,10.8
1107,1107.42,202.2,69.8,3.3,-4.5,115.98,0.6,-999.25,17.5,10.8
1108,1108.45,201.2,69.8,2.1,-5.2,101.57,0.6,-999.25,17.5,10.8
1109,1109.45,199.6,70.2,2.4,-4.9,104.83,0.6,39,17.5,10.8
1110,1110.45,201.8,70.5,1.3,-4.8,101.94,0.6,39,17.5,10.8
1111,1111.42,200.2,70.2,1.8,-5,115.46,0.6,39,17.5,10.8
1112,1112.43,202.3,69.9,1.8,-5.7,95.37,0.6,39,17.5,10.8
1113,1113.39,196.5,70.1,1.4,-5.8,105.43,0.6,45,17.5,10.8
1114,1114.39,200.5,70.1,2.4,-5.9,104.88,0.6,45,17.5,10.8
1115,1115.42,202,69.9,2.8,-5.5,97.06,0.6,45,17.5,10.8
1116,1116.39,200,69.9,3.1,-5.5,107.72,0.6,45,17.5,10.8
1117,1117.42,200.6,70,2.9,-5.5,132.18,0.6,45,17.5,10.8
1118,1118.42,198.4,70.2,2.1,-5.4,121.6,0.6,39,17.5,10.8
1119,1119.42,202,70,2.8,-5.6,133.73,0.6,39,17.5,10.8
1120,1120.43,203.2,70,3,-5.4,137.33,0.6,39,17.5,10.8
1121,1121.42,199.1,70,2.9,-5.3,146.99,0.6,39,17.5,10.8
1122,1122.43,198.9,69.7,3.5,-5.4,147.42,0.6,39,17.5,10.8
1123,1123.43,198.5,70,3,-5.5,163.75,0.6,52,17.5,10.8
1124,1124.39,203,70,3.3,-5,210.64,0.6,52,17.5,10.8
1125,1125.37,200.2,70,3,-4.8,213.27,0.6,52,17.5,10.8
1126,1126.41,200.1,70,3.4,-4.9,230.81,0.6,52,17.5,10.8
1127,1127.42,199.4,69.7,4.1,-5.3,216.27,0.6,52,17.5,10.8
1128,1128.42,201.5,70.1,2.8,-5.8,198.41,0.6,45,17.5,10.8
1129,1129.42,201.2,70,2.1,-6.6,151.24,0.6,45,17.5,10.8
1130,1130.42,202.2,70,3.1,-4.9,215.48,0.6,52,17.5,10.8
1131,1131.45,198.6,70.1,2.5,-4.8,199.45,0.6,41,17.5,10.8
1132,1132.42,200.9,70.1,2.5,-4.9,214.99,0.6,39,17.5,10.8
1133,1133.42,199.8,70,3.6,-5.1,224.21,0.6,39,17.5,10.8
1134,1134.39,202,70.1,3,-4.4,237.65,0.6,39,17.5,10.8
1135,1135.39,198.9,70.2,2.7,-4.7,216.38,0.6,52,17.5,10.8
1136,1136.41,201.9,70.1,2.4,-4.1,238.09,0.6,52,17.5,10.8
1137,1137.41,198.4,70,3.2,-4.4,230.7,0.6,56,17.5,10.8
1138,1138.44,202.3,69.9,4.1,-4.4,222.8,0.6,58,17.5,10.8
1139,1139.44,201.6,69.8,3.6,-4.5,257.13,0.6,58,17.5,10.8
1140,1140.44,368.8,69.7,4.2,0.9,264.67,0.6,58,17.5,10.8
1141,1141.43,515.8,69.7,6.3,4.3,382.34,0.6,58,17.5,10.8
1142,1142.32,611,69.8,7.7,3.4,383.81,0.6,58,17.5,10.8
1143,1143.24,559.8,70.1,6.4,2.9,357.05,0.6,58,17.5,10.8
1144,1144.35,557,70,6.5,4.2,356.8,0.6,58,17.5,10.8
1145,1145.88,470.3,69.9,1.9,-2.5,140.08,0.6,52,17.5,10.8
1146,1146.31,45.6,70.1,2.2,-1.4,194.9,0.6,71,17.5,10.8
1147,1147.51,413.2,69.8,5.8,1.2,285.89,0.6,71,17.5,10.8
1148,1148.33,502.9,70.4,4.8,2.1,400.53,0.6,-13,17.5,10.8
1149,1149.17,574.4,69.8,5.7,2.1,358.82,0.6,-13,17.5,10.8
1150,1150.24,568,69.9,5.9,2.6,370,0.6,-13,17.5,10.8
1151,1151.31,568.7,69.8,6.6,2.1,374.25,0.6,-13,17.5,10.8
1152,1152.46,572.6,70.3,4.6,2.3,358.54,0.6,-13,17.5,10.8
1153,1153.4,549.3,70.3,3.7,-0.7,282.5,0.6,-13,17.5,10.8
1154,1154.19,582.5,69.9,4.3,-0.8,289.29,0.6,-13,17.5,10.8
1155,1155.28,665.4,70.4,4.1,3.3,417.51,0.6,-13,17.5,10.8
1156,1156.22,599.4,69.9,5.7,4.2,445.01,0.6,-13,17.5,10.8
1157,1157.22,685.2,69.7,5,0.5,368.35,0.6,-13,17.5,10.8
1158,1158.74,364.2,70.1,1,-1,110.27,0.6,-13,17.5,10.8
1159,1159.43,90.5,70,2.4,1,78.48,0.6,-13,17.5,10.8
1160,1160.4,198.5,69.9,1.5,-0.2,61.73,0.6,58,17.5,10.8
1161,1161.4,203.9,70.1,2.2,-0.2,39.63,0.6,58,17.5,10.8
1162,1162.4,202.1,70,1.8,-0.8,6.35,0.6,45,17.5,10.8
1163,1163.48,375.2,70.2,3.4,1.8,71.28,0.6,45,17.5,10.8
1164,1164.4,424.9,69.8,7.7,5.1,242.47,0.6,32,17.5,10.8
1165,1165.31,514.9,70.4,2.6,0.8,130.08,0.6,32,17.5,10.8
1166,1166.34,499.5,69.8,2.4,0,72.12,0.6,32,17.5,10.8
1167,1167.29,510.3,70.2,2.5,0.3,68.8,0.6,45,17.5,10.8
1168,1168.29,486.6,70,3.6,0.5,57.13,0.6,45,17.5,10.8
1169,1169.29,549.6,70.2,2.1,0.3,77.63,0.6,45,17.5,10.8
1170,1170.35,616.8,69.8,4.1,0.3,117.75,0.6,45,17.5,10.8
1171,1171.12,696.2,69.4,5.3,1.4,134.68,0.6,45,17.5,10.8
1172,1172.23,665.9,70,5.4,1.5,123.5,0.6,45,17.5,10.8
1173,1173.34,624.2,69.5,4.9,1.5,140.78,0.6,45,17.5,10.8
1174,1174.2,606,70,5.9,1.3,161.51,0.6,45,17.5,10.8
1175,1175.24,685.9,70,4.6,1.8,162.4,0.6,45,17.5,10.8
1176,1176.46,604.9,69.9,3.6,1.6,148.81,0.6,45,17.5,10.8
1177,1177.17,758.9,69.9,5.8,2.2,115.33,0.6,39,17.5,10.8
1178,1178.27,628.7,70,4.4,4.1,125.42,0.6,32,17.5,10.8
1179,1179.28,650.5,70.2,7.4,10,298.3,0.6,45,17.5,10.8
1180,1180.26,564.2,70.3,7.5,11,319.12,0.6,45,17.5,10.8
1181,1181.25,661.3,69.8,7.9,11.2,309.75,0.6,-999.25,17.5,10.8
1182,1182.26,607.1,70,8.5,8.6,289.92,0.6,-999.25,17.5,10.8
1183,1183.33,590.7,69.7,8.7,9.3,259.64,0.6,-999.25,17.5,10.8
1184,1184.34,684.4,69.7,9.4,9.9,319.47,0.6,-999.25,17.5,10.8
1185,1185.45,600.8,69.9,8.1,9.5,265.61,0.6,-999.25,17.5,10.8
1186,1186.22,623,69.8,8.4,9.7,277.54,0.6,58,17.5,10.8
1187,1187.38,703.4,70.1,7.7,9.7,289.18,0.6,58,17.5,10.8
1188,1188.33,612.9,70.5,8.2,10.8,274.53,0.6,58,17.5,10.8
1189,1189.37,599.5,69.7,8.4,12.7,307.39,0.6,58,17.5,10.8
1190,1190.24,551.2,70,6.3,11,295.52,0.6,58,17.5,10.8
1191,1191.25,660.4,70,8.4,10.4,333.8,0.6,58,17.5,10.8
1192,1192.31,685.2,70.3,7.1,9.5,334.36,0.6,58,17.5,10.8
1193,1193.38,647.2,70.5,6,11.8,353.53,0.6,58,17.5,10.8
1194,1194.42,491.7,70,7,11.4,332.93,0.6,58,17.5,10.8
1195,1195.39,545.6,69.6,7.8,9.8,301.89,0.6,58,17.5,10.8
1196,1196.3,664.2,70.1,7.6,10.4,364.92,0.6,58,17.5,10.8
1197,1197.37,682.6,70.1,6.3,8.9,355.87,0.6,58,17.5,10.8
1198,1198.32,722,70.2,5.9,8.9,296.36,0.6,58,17.5,10.8
1199,1199.22,513.5,69.4,9.3,12.4,426.85,0.6,58,17.5,10.8
1200,1200.25,564,69.9,7.4,9,362.23,0.6,58,17.5,10.8
1201,1201.35,717.4,70.1,5.8,8,347.75,0.6,58,17.5,10.8
1202,1202.25,653.9,70.4,6.7,8,319.66,0.6,58,17.5,10.8
1203,1203.14,635.5,69.9,7.4,8.4,311.82,0.6,58,17.5,10.8
1204,1204.19,620.3,69.8,9.2,11,346.72,0.6,58,17.5,10.8
1205,1205.35,326,68.9,11.1,14.1,429.67,0.6,65,17.5,10.8
1206,1206.3,309.2,69.7,6.8,7.1,157.1,0.6,65,17.5,10.8
1207,1207.3,610,70.4,5.9,7.3,174.92,0.6,45,17.5,10.8
1208,1208.32,573.3,70,7.7,7.3,222.71,0.6,45,17.5,10.8
1209,1209.33,625.3,70.1,5.3,3.4,178.5,0.6,45,17.5,10.8
1210,1210.19,707.2,69.9,5,3.1,217.79,0.6,52,17.5,10.8
1211,1211.26,606.1,70.2,4.9,3.2,157.65,0.6,52,17.5,10.8
1212,1212.38,758.9,70.1,5.6,2,162.59,0.6,52,17.5,10.8
1213,1213.23,612.2,70.1,4,2.3,152.76,0.6,52,17.5,10.8
1214,1214.21,590.6,69.6,7.6,3.9,210.13,0.6,45,17.5,10.8
1215,1215.39,650.6,69.7,7.6,3.1,205.63,0.6,40,17.5,10.8
1216,1216.35,614.7,70.1,8.9,5.9,217.24,0.6,39,17.5,10.8
1217,1217.39,673.3,69.5,9.2,5.7,294.48,0.6,39,17.5,10.8
1218,1218.36,583.5,69.9,8.9,8.5,275.25,0.6,39,17.5,10.8
1219,1219.28,680.8,69.8,9.8,6.7,335.5,0.6,52,17.5,10.8
1220,1220.27,621.7,70.3,7.9,5.3,256.31,0.6,52,17.5,10.8
1221,1221.34,609.1,69.8,9.3,5.5,235.41,0.6,58,17.5,10.8
1222,1222.15,664.9,69.8,8.4,7.5,343.89,0.6,58,17.5,10.8
1223,1223.23,652.8,69.8,8.1,7.4,346.25,0.6,58,17.5,10.8
1224,1224.38,659.2,69.8,8.5,6,319.46,0.6,58,17.5,10.8
1225,1225.15,609.4,69.8,8,7.1,322.43,0.6,58,17.5,10.8
1226,1226.16,652.1,69.7,8.6,7.8,389.18,0.6,58,17.5,10.8
1227,1227.13,609.4,69.9,7.5,7.3,402.81,0.6,65,17.5,10.8
1228,1228.15,608.2,70,6.9,6.5,342.95,0.6,58,17.5,10.8
1229,1229.25,712,69.5,7.5,7.2,340.04,0.6,52,17.5,10.8
1230,1230.18,698.2,70.2,7.1,7,326.61,0.6,52,17.5,10.8
1231,1231.21,626.6,70.2,7.5,7.2,408.84,0.6,52,17.5,10.8
1232,1232.26,622.1,69.9,7.6,7.6,335.86,0.6,52,17.5,10.8
1233,1233.21,720,70.4,6.2,8.3,388.57,0.6,58,17.5,10.8
1234,1234.28,670.2,70,7.4,9.1,330.98,0.6,58,17.5,10.8
1235,1235.24,605.5,69.9,7.5,9.7,361.49,0.6,58,17.5,10.8
1236,1236.28,681.7,70.1,6.6,9.8,340.82,0.6,58,17.5,10.8
1237,1237.36,681.6,69.1,8.8,12,373.75,0.6,52,17.5,10.8
1238,1238.14,559.2,69.8,7.7,11.6,381.67,0.6,52,17.5,10.8
1239,1239.17,624.6,69.7,7.7,9.8,377.48,0.6,52,17.5,10.8
1240,1240.26,673.8,70,6.7,10.7,351.79,0.6,52,17.5,10.8
1241,1241.38,518.4,69.9,7.2,13.3,343.77,0.6,52,17.5,10.8
1242,1242.41,379,69.8,6.7,13.5,292.4,0.6,52,17.5,10.8
1243,1243.39,373.4,69.9,8.1,9.4,279.48,0.6,52,17.5,10.8
1244,1244.43,397.6,69.9,7.2,6.9,226.68,0.6,52,17.5,10.8
1245,1245.32,399.4,70.2,5.2,9,274.78,0.6,65,17.5,10.8
1246,1246.32,374.7,70,7,10.7,230.02,0.6,65,17.5,10.8
1247,1247.49,355.3,69.9,6.1,9.1,277.34,0.6,65,17.5,10.8
1248,1248.38,307.3,70.1,5.8,6.1,282.93,0.6,52,17.5,10.8
1249,1249.33,386.7,70,5.7,4,230.18,0.6,52,17.5,10.8
1250,1250.27,400.7,70,5.4,5.2,245.12,0.6,52,17.5,10.8
1251,1251.27,396.4,69.8,5.4,5.7,242.03,0.6,52,17.5,10.8
1252,1252.35,414.3,70,6,5.9,240.34,0.6,52,17.5,10.8
1253,1253.35,305.1,70,3.1,2.4,132.74,0.6,52,17.5,10.8
1254,1254.62,263.9,70.1,1.5,1.5,84.95,0.6,52,17.5,10.8
1255,1255.44,132.7,69.9,2.9,2.4,160.36,0.6,52,17.5,10.8
1256,1256.37,203.7,70.3,2.8,2.4,167.02,0.6,52,17.5,10.8
1257,1257.37,201.1,70,3.1,2.1,156.23,0.6,52,17.5,10.8
1258,1258.4,202.5,69.9,2.7,2,170.58,0.6,58,17.5,10.8
1259,1259.23,243.3,70.4,2.9,3.7,184.23,0.6,58,17.5,10.8
1260,1260.24,393.6,69.9,5.3,5.2,256.69,0.6,58,17.5,10.8
1261,1261.31,409.5,69.7,5.7,5,270.13,0.6,58,17.5,10.8
1262,1262.37,398.7,69.8,4.8,4.5,260.33,0.6,64,17.5,10.8
1263,1263.4,401.8,69.8,5,4.4,248.42,0.6,65,17.5,10.8
1264,1264.36,403.5,70.1,4.8,4.4,226.58,0.6,65,17.5,10.8
1265,1265.29,398,70,4.7,4.2,254.84,0.6,65,17.5,10.8
1266,1266.31,403.3,70,5.2,4.8,259.6,0.6,65,17.5,10.8
1267,1267.37,405.5,70,5.1,4,248.66,0.6,71,17.5,10.8
1268,1268.42,398,69.9,5.8,5.1,253.64,0.6,71,17.5,10.8
1269,1269.47,393.1,69.8,5.6,6.2,263.98,0.6,65,17.5,10.8
1270,1270.38,394,70.2,4.6,6.2,362.09,0.6,52,17.5,10.8
1271,1271.33,403.6,69.7,5.1,4.4,219.89,0.6,52,17.5,10.8
1272,1272.39,408.6,70.1,4,4.2,231.14,0.6,52,17.5,10.8
1273,1273.42,417.6,70,4.5,4.1,241.02,0.6,52,17.5,10.8
1274,1274.29,389,69.6,5.5,4.3,235.27,0.6,52,17.5,10.8
1275,1275.26,408,70.1,4.4,5,251.59,0.6,52,17.5,10.8
1276,1276.34,399.3,69.9,4.9,4.8,244.69,0.6,52,17.5,10.8
1277,1277.38,400,70.3,4.3,4.6,219.73,0.6,58,17.5,10.8
1278,1278.35,417.6,70,3.9,4.7,223.33,0.6,52,17.5,10.8
1279,1279.33,390,70,4.6,5.3,234.91,0.6,52,17.5,10.8
1280,1280.4,420.2,69.9,5.2,4.8,230.79,0.6,65,17.5,10.8
1281,1281.39,394.1,69.8,5.3,5,225.33,0.6,58,17.5,10.8
1282,1282.29,405.3,69.9,4.6,5.3,205.98,0.6,58,17.5,10.8
1283,1283.25,400.9,69.8,6.9,8.5,180.89,0.6,58,17.5,10.8
1284,1284.29,400.1,69.9,7,10,186.13,0.6,58,17.5,10.8
1285,1285.3,379.9,70.1,6.4,11.1,173.39,0.6,58,17.5,10.8
1286,1286.33,378.7,70,7.4,7,104.12,0.6,58,17.5,10.8
